,jerseyNumber,person.id,person.fullName,person.link,position.code,position.name,position.type,position.abbreviation,name,playerID,season,date,isHome,isWin,isOT,stat.timeOnIce,stat.ot,stat.shutouts,stat.saves,stat.powerPlaySaves,stat.shortHandedSaves,stat.evenSaves,stat.shortHandedShots,stat.evenShots,stat.powerPlayShots,stat.decision,stat.savePercentage,stat.games,stat.gamesStarted,stat.shotsAgainst,stat.goalsAgainst,stat.powerPlaySavePercentage,stat.shortHandedSavePercentage,stat.evenStrengthSavePercentage,team.id,team.name,team.link,opponent.id,opponent.name,opponent.link,game.gamePk,game.link,game.content.link,decisionPTS,FPTS
1146,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-11-10,True,True,False,60:00,0.0,0.0,27.0,0.0,0.0,27.0,0.0,30.0,0.0,W,0.9,1.0,1.0,30.0,3.0,,,90.0,19.0,St. Louis Blues,/api/v1/teams/19,28.0,San Jose Sharks,/api/v1/teams/28,2022020218.0,/api/v1/game/2022020218/feed/live,/api/v1/game/2022020218/content,3.0,6.48
1147,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-11-07,False,False,False,56:31,0.0,0.0,34.0,6.0,1.0,27.0,1.0,28.0,8.0,L,0.918919,1.0,1.0,37.0,3.0,75.0,100.0,96.42857142857143,19.0,St. Louis Blues,/api/v1/teams/19,6.0,Boston Bruins,/api/v1/teams/6,2022020194.0,/api/v1/game/2022020194/feed/live,/api/v1/game/2022020194/content,-1.5,3.66
1148,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-11-03,True,False,False,58:46,0.0,0.0,25.0,4.0,0.0,21.0,0.0,24.0,5.0,L,0.862069,1.0,1.0,29.0,4.0,80.0,,87.5,19.0,St. Louis Blues,/api/v1/teams/19,2.0,New York Islanders,/api/v1/teams/2,2022020166.0,/api/v1/game/2022020166/feed/live,/api/v1/game/2022020166/content,-1.5,0.5
1149,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-31,True,False,False,29:59,0.0,0.0,14.0,1.0,0.0,13.0,0.0,17.0,2.0,L,0.736842,1.0,1.0,19.0,5.0,50.0,,76.47058823529412,19.0,St. Louis Blues,/api/v1/teams/19,26.0,Los Angeles Kings,/api/v1/teams/26,2022020146.0,/api/v1/game/2022020146/feed/live,/api/v1/game/2022020146/content,-1.5,-3.14
1150,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-29,True,False,False,58:39,0.0,0.0,18.0,4.0,0.0,14.0,0.0,18.0,6.0,L,0.75,1.0,1.0,24.0,6.0,66.66666666666666,,77.77777777777779,19.0,St. Louis Blues,/api/v1/teams/19,8.0,Montréal Canadiens,/api/v1/teams/8,2022020133.0,/api/v1/game/2022020133/feed/live,/api/v1/game/2022020133/content,-1.5,-3.1799999999999997
1151,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-26,True,False,False,58:55,0.0,0.0,25.0,5.0,0.0,20.0,0.0,22.0,5.0,L,0.925926,1.0,1.0,27.0,2.0,100.0,,90.9090909090909,19.0,St. Louis Blues,/api/v1/teams/19,22.0,Edmonton Oilers,/api/v1/teams/22,2022020109.0,/api/v1/game/2022020109/feed/live,/api/v1/game/2022020109/content,-1.5,2.5
1152,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-22,False,True,False,60:00,0.0,1.0,23.0,0.0,0.0,23.0,0.0,23.0,0.0,W,1.0,1.0,1.0,23.0,0.0,,,100.0,19.0,St. Louis Blues,/api/v1/teams/19,22.0,Edmonton Oilers,/api/v1/teams/22,2022020077.0,/api/v1/game/2022020077/feed/live,/api/v1/game/2022020077/content,3.0,11.52
1153,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-19,False,True,False,62:10,0.0,0.0,32.0,0.0,0.0,32.0,0.0,35.0,0.0,W,0.914286,1.0,1.0,35.0,3.0,,,91.42857142857143,19.0,St. Louis Blues,/api/v1/teams/19,55.0,Seattle Kraken,/api/v1/teams/55,2022020058.0,/api/v1/game/2022020058/feed/live,/api/v1/game/2022020058/content,3.0,7.68
1154,50,8476412,Jordan Binnington,/api/v1/people/8476412,G,Goalie,Goalie,G,St. Louis Blues,8476412,20222023,2022-10-15,True,True,False,60:00,0.0,0.0,23.0,0.0,1.0,22.0,1.0,24.0,0.0,W,0.92,1.0,1.0,25.0,2.0,,100.0,91.66666666666666,19.0,St. Louis Blues,/api/v1/teams/19,29.0,Columbus Blue Jackets,/api/v1/teams/29,2022020033.0,/api/v1/game/2022020033/feed/live,/api/v1/game/2022020033/content,3.0,6.52
1155,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-03-07,False,True,False,65:00,0.0,1.0,40.0,7.0,4.0,29.0,4.0,29.0,7.0,W,1.0,1.0,1.0,40.0,0.0,100.0,100.0,100.0,20.0,Calgary Flames,/api/v1/teams/20,30.0,Minnesota Wild,/api/v1/teams/30,2022021018.0,/api/v1/game/2022021018/feed/live,/api/v1/game/2022021018/content,3.0,15.6
1156,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-03-06,False,True,False,59:47,0.0,0.0,29.0,3.0,2.0,24.0,3.0,26.0,4.0,W,0.878788,1.0,1.0,33.0,4.0,75.0,66.66666666666666,92.3076923076923,20.0,Calgary Flames,/api/v1/teams/20,25.0,Dallas Stars,/api/v1/teams/25,2022021008.0,/api/v1/game/2022021008/feed/live,/api/v1/game/2022021008/content,3.0,5.960000000000001
1157,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-03-04,True,False,False,60:00,0.0,0.0,30.0,2.0,1.0,27.0,1.0,30.0,2.0,L,0.909091,1.0,1.0,33.0,3.0,100.0,100.0,90.0,20.0,Calgary Flames,/api/v1/teams/20,30.0,Minnesota Wild,/api/v1/teams/30,2022020999.0,/api/v1/game/2022020999/feed/live,/api/v1/game/2022020999/content,-1.5,2.6999999999999993
1158,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-03-02,True,False,False,59:08,0.0,0.0,32.0,4.0,2.0,26.0,2.0,28.0,4.0,L,0.941176,1.0,1.0,34.0,2.0,100.0,100.0,92.85714285714286,20.0,Calgary Flames,/api/v1/teams/20,10.0,Toronto Maple Leafs,/api/v1/teams/10,2022020980.0,/api/v1/game/2022020980/feed/live,/api/v1/game/2022020980/content,-1.5,4.18
1160,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-25,False,False,False,59:38,0.0,0.0,18.0,0.0,0.0,18.0,0.0,21.0,1.0,L,0.818182,1.0,1.0,22.0,4.0,0.0,,85.71428571428571,20.0,Calgary Flames,/api/v1/teams/20,21.0,Colorado Avalanche,/api/v1/teams/21,2022020944.0,/api/v1/game/2022020944/feed/live,/api/v1/game/2022020944/content,-1.5,-1.1799999999999997
1161,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-20,True,False,False,58:20,0.0,0.0,18.0,3.0,0.0,15.0,0.0,19.0,3.0,L,0.818182,1.0,1.0,22.0,4.0,100.0,,78.94736842105263,20.0,Calgary Flames,/api/v1/teams/20,4.0,Philadelphia Flyers,/api/v1/teams/4,2022020904.0,/api/v1/game/2022020904/feed/live,/api/v1/game/2022020904/content,-1.5,-1.1799999999999997
1162,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-18,True,True,False,61:26,0.0,0.0,18.0,1.0,1.0,16.0,1.0,17.0,2.0,W,0.9,1.0,1.0,20.0,2.0,50.0,100.0,94.11764705882352,20.0,Calgary Flames,/api/v1/teams/20,3.0,New York Rangers,/api/v1/teams/3,2022020890.0,/api/v1/game/2022020890/feed/live,/api/v1/game/2022020890/content,3.0,5.32
1163,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-13,False,False,True,61:31,1.0,0.0,21.0,3.0,0.0,18.0,0.0,22.0,3.0,O,0.84,1.0,1.0,25.0,4.0,100.0,,81.81818181818183,20.0,Calgary Flames,/api/v1/teams/20,9.0,Ottawa Senators,/api/v1/teams/9,2022020850.0,/api/v1/game/2022020850/feed/live,/api/v1/game/2022020850/content,1.0,2.04
1164,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-11,False,True,False,60:00,0.0,0.0,21.0,5.0,5.0,11.0,5.0,12.0,6.0,W,0.913043,1.0,1.0,23.0,2.0,83.33333333333334,100.0,91.66666666666666,20.0,Calgary Flames,/api/v1/teams/20,7.0,Buffalo Sabres,/api/v1/teams/7,2022020833.0,/api/v1/game/2022020833/feed/live,/api/v1/game/2022020833/content,3.0,6.039999999999999
1165,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-02-06,False,False,True,61:20,1.0,0.0,28.0,6.0,1.0,21.0,1.0,25.0,7.0,O,0.848485,1.0,1.0,33.0,5.0,85.71428571428571,100.0,84.0,20.0,Calgary Flames,/api/v1/teams/20,3.0,New York Rangers,/api/v1/teams/3,2022020809.0,/api/v1/game/2022020809/feed/live,/api/v1/game/2022020809/content,1.0,2.7199999999999998
1166,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-26,True,False,False,57:02,0.0,0.0,24.0,1.0,1.0,22.0,1.0,26.0,1.0,L,0.857143,1.0,1.0,28.0,4.0,100.0,100.0,84.61538461538461,20.0,Calgary Flames,/api/v1/teams/20,16.0,Chicago Blackhawks,/api/v1/teams/16,2022020777.0,/api/v1/game/2022020777/feed/live,/api/v1/game/2022020777/content,-1.5,0.2599999999999998
1167,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-18,True,False,False,58:00,0.0,0.0,27.0,2.0,1.0,24.0,1.0,26.0,3.0,L,0.9,1.0,1.0,30.0,3.0,66.66666666666666,100.0,92.3076923076923,20.0,Calgary Flames,/api/v1/teams/20,21.0,Colorado Avalanche,/api/v1/teams/21,2022020714.0,/api/v1/game/2022020714/feed/live,/api/v1/game/2022020714/content,-1.5,1.9799999999999995
1168,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-16,False,False,False,58:26,0.0,0.0,27.0,2.0,0.0,25.0,0.0,27.0,2.0,L,0.931034,1.0,1.0,29.0,2.0,100.0,,92.5925925925926,20.0,Calgary Flames,/api/v1/teams/20,18.0,Nashville Predators,/api/v1/teams/18,2022020703.0,/api/v1/game/2022020703/feed/live,/api/v1/game/2022020703/content,-1.5,2.9799999999999995
1169,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-10,False,False,True,60:28,1.0,0.0,23.0,0.0,0.0,23.0,0.0,26.0,1.0,O,0.851852,1.0,1.0,27.0,4.0,0.0,,88.46153846153845,20.0,Calgary Flames,/api/v1/teams/20,19.0,St. Louis Blues,/api/v1/teams/19,2022020655.0,/api/v1/game/2022020655/feed/live,/api/v1/game/2022020655/content,1.0,2.5199999999999996
1170,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-08,False,False,False,20:35,0.0,0.0,8.0,0.0,0.0,8.0,0.0,11.0,0.0,,0.727273,1.0,1.0,11.0,3.0,,,72.72727272727273,20.0,Calgary Flames,/api/v1/teams/20,16.0,Chicago Blackhawks,/api/v1/teams/16,2022020640.0,/api/v1/game/2022020640/feed/live,/api/v1/game/2022020640/content,0.0,-1.08
1171,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-06,True,True,False,60:00,0.0,0.0,24.0,1.0,2.0,21.0,2.0,22.0,1.0,W,0.96,1.0,1.0,25.0,1.0,100.0,100.0,95.45454545454545,20.0,Calgary Flames,/api/v1/teams/20,2.0,New York Islanders,/api/v1/teams/2,2022020626.0,/api/v1/game/2022020626/feed/live,/api/v1/game/2022020626/content,3.0,7.76
1172,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2023-01-03,False,False,False,59:18,0.0,0.0,22.0,5.0,0.0,17.0,0.0,20.0,5.0,L,0.88,1.0,1.0,25.0,3.0,100.0,,85.0,20.0,Calgary Flames,/api/v1/teams/20,52.0,Winnipeg Jets,/api/v1/teams/52,2022020603.0,/api/v1/game/2022020603/feed/live,/api/v1/game/2022020603/content,-1.5,0.7799999999999994
1173,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-31,True,True,False,60:00,0.0,0.0,22.0,3.0,0.0,19.0,0.0,21.0,3.0,W,0.916667,1.0,1.0,24.0,2.0,100.0,,90.47619047619048,20.0,Calgary Flames,/api/v1/teams/20,23.0,Vancouver Canucks,/api/v1/teams/23,2022020587.0,/api/v1/game/2022020587/feed/live,/api/v1/game/2022020587/content,3.0,6.279999999999999
1174,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-27,True,False,False,58:41,0.0,0.0,20.0,5.0,0.0,15.0,0.0,16.0,6.0,L,0.909091,1.0,1.0,22.0,2.0,83.33333333333334,,93.75,20.0,Calgary Flames,/api/v1/teams/20,22.0,Edmonton Oilers,/api/v1/teams/22,2022020555.0,/api/v1/game/2022020555/feed/live,/api/v1/game/2022020555/content,-1.5,1.2999999999999998
1175,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-23,False,True,False,61:52,0.0,0.0,21.0,4.0,0.0,17.0,0.0,17.0,6.0,W,0.913043,1.0,1.0,23.0,2.0,66.66666666666666,,100.0,20.0,Calgary Flames,/api/v1/teams/20,24.0,Anaheim Ducks,/api/v1/teams/24,2022020544.0,/api/v1/game/2022020544/feed/live,/api/v1/game/2022020544/content,3.0,6.039999999999999
1176,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-20,False,True,False,59:55,0.0,0.0,24.0,6.0,0.0,18.0,0.0,21.0,6.0,W,0.888889,1.0,1.0,27.0,3.0,100.0,,85.71428571428571,20.0,Calgary Flames,/api/v1/teams/20,28.0,San Jose Sharks,/api/v1/teams/28,2022020517.0,/api/v1/game/2022020517/feed/live,/api/v1/game/2022020517/content,3.0,5.76
1177,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-18,False,True,False,60:00,0.0,0.0,24.0,7.0,2.0,15.0,2.0,15.0,9.0,W,0.923077,1.0,1.0,26.0,2.0,77.77777777777779,100.0,100.0,20.0,Calgary Flames,/api/v1/teams/20,28.0,San Jose Sharks,/api/v1/teams/28,2022020501.0,/api/v1/game/2022020501/feed/live,/api/v1/game/2022020501/content,3.0,6.76
1178,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-16,True,False,False,60:00,0.0,0.0,19.0,2.0,0.0,17.0,0.0,21.0,3.0,L,0.791667,1.0,1.0,24.0,5.0,66.66666666666666,,80.95238095238095,20.0,Calgary Flames,/api/v1/teams/20,19.0,St. Louis Blues,/api/v1/teams/19,2022020482.0,/api/v1/game/2022020482/feed/live,/api/v1/game/2022020482/content,-1.5,-1.9400000000000004
1179,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-14,True,False,True,63:38,1.0,0.0,24.0,3.0,2.0,19.0,2.0,22.0,3.0,O,0.888889,1.0,1.0,27.0,3.0,100.0,100.0,86.36363636363636,20.0,Calgary Flames,/api/v1/teams/20,23.0,Vancouver Canucks,/api/v1/teams/23,2022020468.0,/api/v1/game/2022020468/feed/live,/api/v1/game/2022020468/content,1.0,3.76
1180,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-12,False,False,True,64:42,1.0,0.0,37.0,14.0,1.0,22.0,1.0,23.0,14.0,O,0.973684,1.0,1.0,38.0,1.0,100.0,100.0,95.65217391304348,20.0,Calgary Flames,/api/v1/teams/20,8.0,Montréal Canadiens,/api/v1/teams/8,2022020448.0,/api/v1/game/2022020448/feed/live,/api/v1/game/2022020448/content,1.0,8.879999999999999
1181,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-09,False,False,False,55:02,0.0,0.0,24.0,7.0,0.0,17.0,0.0,19.0,7.0,L,0.923077,1.0,1.0,26.0,2.0,100.0,,89.47368421052632,20.0,Calgary Flames,/api/v1/teams/20,29.0,Columbus Blue Jackets,/api/v1/teams/29,2022020424.0,/api/v1/game/2022020424/feed/live,/api/v1/game/2022020424/content,-1.5,2.26
1182,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-12-01,True,False,False,58:54,0.0,0.0,17.0,1.0,0.0,16.0,0.0,17.0,2.0,L,0.894737,1.0,1.0,19.0,2.0,50.0,,94.11764705882352,20.0,Calgary Flames,/api/v1/teams/20,8.0,Montréal Canadiens,/api/v1/teams/8,2022020372.0,/api/v1/game/2022020372/feed/live,/api/v1/game/2022020372/content,-1.5,0.5800000000000001
1183,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-25,False,False,False,60:00,0.0,0.0,22.0,2.0,1.0,19.0,1.0,21.0,3.0,L,0.88,1.0,1.0,25.0,3.0,66.66666666666666,100.0,90.47619047619048,20.0,Calgary Flames,/api/v1/teams/20,15.0,Washington Capitals,/api/v1/teams/15,2022020319.0,/api/v1/game/2022020319/feed/live,/api/v1/game/2022020319/content,-1.5,0.7799999999999994
1184,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-21,False,True,False,59:56,0.0,0.0,23.0,4.0,1.0,18.0,1.0,20.0,4.0,W,0.92,1.0,1.0,25.0,2.0,100.0,100.0,90.0,20.0,Calgary Flames,/api/v1/teams/20,4.0,Philadelphia Flyers,/api/v1/teams/4,2022020292.0,/api/v1/game/2022020292/feed/live,/api/v1/game/2022020292/content,3.0,6.52
1185,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-19,False,True,False,65:00,0.0,0.0,31.0,5.0,1.0,25.0,1.0,28.0,6.0,W,0.885714,1.0,1.0,35.0,4.0,83.33333333333334,100.0,89.28571428571429,20.0,Calgary Flames,/api/v1/teams/20,13.0,Florida Panthers,/api/v1/teams/13,2022020275.0,/api/v1/game/2022020275/feed/live,/api/v1/game/2022020275/content,3.0,6.4399999999999995
1186,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-17,False,False,False,59:05,0.0,0.0,20.0,2.0,1.0,17.0,1.0,19.0,3.0,L,0.869565,1.0,1.0,23.0,3.0,66.66666666666666,100.0,89.47368421052632,20.0,Calgary Flames,/api/v1/teams/20,14.0,Tampa Bay Lightning,/api/v1/teams/14,2022020260.0,/api/v1/game/2022020260/feed/live,/api/v1/game/2022020260/content,-1.5,0.2999999999999998
1187,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-14,True,True,False,59:55,0.0,0.0,24.0,5.0,0.0,19.0,0.0,23.0,6.0,W,0.827586,1.0,1.0,29.0,5.0,83.33333333333334,,82.6086956521739,20.0,Calgary Flames,/api/v1/teams/20,26.0,Los Angeles Kings,/api/v1/teams/26,2022020246.0,/api/v1/game/2022020246/feed/live,/api/v1/game/2022020246/content,3.0,3.76
1188,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-12,True,True,False,60:00,0.0,0.0,21.0,0.0,0.0,21.0,0.0,23.0,0.0,W,0.913043,1.0,1.0,23.0,2.0,,,91.30434782608695,20.0,Calgary Flames,/api/v1/teams/20,52.0,Winnipeg Jets,/api/v1/teams/52,2022020236.0,/api/v1/game/2022020236/feed/live,/api/v1/game/2022020236/content,3.0,6.039999999999999
1189,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-08,False,False,False,58:23,0.0,0.0,17.0,4.0,1.0,12.0,1.0,14.0,5.0,L,0.85,1.0,1.0,20.0,3.0,80.0,100.0,85.71428571428571,20.0,Calgary Flames,/api/v1/teams/20,1.0,New Jersey Devils,/api/v1/teams/1,2022020197.0,/api/v1/game/2022020197/feed/live,/api/v1/game/2022020197/content,-1.5,-0.41999999999999993
1190,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-07,False,False,True,64:01,1.0,0.0,28.0,3.0,0.0,25.0,0.0,28.0,4.0,O,0.875,1.0,1.0,32.0,4.0,75.0,,89.28571428571429,20.0,Calgary Flames,/api/v1/teams/20,2.0,New York Islanders,/api/v1/teams/2,2022020193.0,/api/v1/game/2022020193/feed/live,/api/v1/game/2022020193/content,1.0,3.7199999999999998
1191,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-05,True,False,True,62:38,1.0,0.0,31.0,5.0,2.0,24.0,2.0,27.0,6.0,O,0.885714,1.0,1.0,35.0,4.0,83.33333333333334,100.0,88.88888888888889,20.0,Calgary Flames,/api/v1/teams/20,1.0,New Jersey Devils,/api/v1/teams/1,2022020187.0,/api/v1/game/2022020187/feed/live,/api/v1/game/2022020187/content,1.0,4.4399999999999995
1192,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-11-03,True,False,False,57:54,0.0,0.0,28.0,6.0,0.0,22.0,0.0,24.0,7.0,L,0.903226,1.0,1.0,31.0,3.0,85.71428571428571,,91.66666666666666,20.0,Calgary Flames,/api/v1/teams/20,18.0,Nashville Predators,/api/v1/teams/18,2022020169.0,/api/v1/game/2022020169/feed/live,/api/v1/game/2022020169/content,-1.5,2.2199999999999998
1193,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-29,True,False,False,58:40,0.0,0.0,23.0,2.0,3.0,18.0,3.0,20.0,3.0,L,0.884615,1.0,1.0,26.0,3.0,66.66666666666666,100.0,90.0,20.0,Calgary Flames,/api/v1/teams/20,22.0,Edmonton Oilers,/api/v1/teams/22,2022020137.0,/api/v1/game/2022020137/feed/live,/api/v1/game/2022020137/content,-1.5,1.0199999999999996
1194,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-25,True,True,False,60:00,0.0,0.0,32.0,7.0,0.0,25.0,0.0,25.0,8.0,W,0.969697,1.0,1.0,33.0,1.0,87.5,,100.0,20.0,Calgary Flames,/api/v1/teams/20,5.0,Pittsburgh Penguins,/api/v1/teams/5,2022020104.0,/api/v1/game/2022020104/feed/live,/api/v1/game/2022020104/content,3.0,9.68
1195,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-22,True,True,False,64:30,0.0,0.0,25.0,3.0,1.0,21.0,1.0,23.0,3.0,W,0.925926,1.0,1.0,27.0,2.0,100.0,100.0,91.30434782608695,20.0,Calgary Flames,/api/v1/teams/20,12.0,Carolina Hurricanes,/api/v1/teams/12,2022020085.0,/api/v1/game/2022020085/feed/live,/api/v1/game/2022020085/content,3.0,7.0
1196,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-20,True,False,False,20:00,0.0,0.0,9.0,1.0,0.0,8.0,1.0,10.0,1.0,,0.75,1.0,1.0,12.0,3.0,100.0,0.0,80.0,20.0,Calgary Flames,/api/v1/teams/20,7.0,Buffalo Sabres,/api/v1/teams/7,2022020068.0,/api/v1/game/2022020068/feed/live,/api/v1/game/2022020068/content,0.0,-0.8399999999999999
1197,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-18,True,True,False,60:00,0.0,0.0,19.0,4.0,3.0,12.0,3.0,14.0,4.0,W,0.904762,1.0,1.0,21.0,2.0,100.0,100.0,85.71428571428571,20.0,Calgary Flames,/api/v1/teams/20,54.0,Vegas Golden Knights,/api/v1/teams/54,2022020055.0,/api/v1/game/2022020055/feed/live,/api/v1/game/2022020055/content,3.0,5.56
1198,25,8474593,Jacob Markstrom,/api/v1/people/8474593,G,Goalie,Goalie,G,Calgary Flames,8474593,20222023,2022-10-13,True,True,False,60:00,0.0,0.0,22.0,2.0,0.0,20.0,0.0,22.0,3.0,W,0.88,1.0,1.0,25.0,3.0,66.66666666666666,,90.9090909090909,20.0,Calgary Flames,/api/v1/teams/20,21.0,Colorado Avalanche,/api/v1/teams/21,2022020018.0,/api/v1/game/2022020018/feed/live,/api/v1/game/2022020018/content,3.0,5.279999999999999
1199,80,8478435,Dan Vladar,/api/v1/people/8478435,G,Goalie,Goalie,G,Calgary Flames,8478435,20222023,2023-02-28,True,False,False,20:00,0.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,,0.6,1.0,1.0,5.0,2.0,100.0,,50.0,20.0,Calgary Flames,/api/v1/teams/20,6.0,Boston Bruins,/api/v1/teams/6,2022020965.0,/api/v1/game/2022020965/feed/live,/api/v1/game/2022020965/content,0.0,-1.28
1200,80,8478435,Dan Vladar,/api/v1/people/8478435,G,Goalie,Goalie,G,Calgary Flames,8478435,20222023,2023-02-23,False,False,True,59:46,1.0,0.0,25.0,2.0,1.0,22.0,1.0,25.0,3.0,O,0.862069,1.0,1.0,29.0,4.0,66.66666666666666,100.0,88.0,20.0,Calgary Flames,/api/v1/teams/20,54.0,Vegas Golden Knights,/api/v1/teams/54,2022020928.0,/api/v1/game/2022020928/feed/live,/api/v1/game/2022020928/content,1.0,3.0
